id,name,photo,type,reason,team_name
36922,S. van den Berg,https://media.api-sports.io/football/players/36922.png,Missing Fixture,Groin Injury,Brentford
1460,B. Saka,https://media.api-sports.io/football/players/1460.png,Missing Fixture,Thigh Injury,Arsenal
645,R. Sterling,https://media.api-sports.io/football/players/645.png,Missing Fixture,Knee Injury,Arsenal
2597,T. Tomiyasu,https://media.api-sports.io/football/players/2597.png,Missing Fixture,Knee Injury,Arsenal
19959,B. White,https://media.api-sports.io/football/players/19959.png,Missing Fixture,Knee Injury,Arsenal
20167,J. Donacien,https://media.api-sports.io/football/players/20167.png,Missing Fixture,Ankle Injury,Ipswich
8794,G. Hirst,https://media.api-sports.io/football/players/8794.png,Missing Fixture,Knee Injury,Ipswich
19558,S. Morsy,https://media.api-sports.io/football/players/19558.png,Missing Fixture,Yellow Cards,Ipswich
19365,C. Ogbene,https://media.api-sports.io/football/players/19365.png,Missing Fixture,Calf Injury,Ipswich
19182,A. Tuanzebe,https://media.api-sports.io/football/players/19182.png,Missing Fixture,Thigh Injury,Ipswich
2752,M. Luongo,https://media.api-sports.io/football/players/2752.png,Questionable,Illness,Ipswich
3428,J. Ayew,https://media.api-sports.io/football/players/3428.png,Missing Fixture,Yellow Cards,Leicester
303467,I. Fatawu,https://media.api-sports.io/football/players/303467.png,Missing Fixture,Knee Injury,Leicester
15870,M. Hermansen,https://media.api-sports.io/football/players/15870.png,Missing Fixture,Muscle Injury,Leicester
18786,W. Ndidi,https://media.api-sports.io/football/players/18786.png,Missing Fixture,Thigh Injury,Leicester
405905,N. Opoku,https://media.api-sports.io/football/players/405905.png,Missing Fixture,Broken Leg,Leicester
18771,R. Pereira,https://media.api-sports.io/football/players/18771.png,Missing Fixture,Thigh Injury,Leicester
8694,W. Faes,https://media.api-sports.io/football/players/8694.png,Questionable,Injury,Leicester
283290,K. McAteer,https://media.api-sports.io/football/players/283290.png,Questionable,Knock,Leicester
278133,O. Bobb,https://media.api-sports.io/football/players/278133.png,Missing Fixture,Leg Injury,Manchester City
567,R. Dias,https://media.api-sports.io/football/players/567.png,Missing Fixture,Muscle Injury,Manchester City
44,Rodri,https://media.api-sports.io/football/players/44.png,Missing Fixture,Knee Injury,Manchester City
626,J. Stones,https://media.api-sports.io/football/players/626.png,Missing Fixture,Ankle Injury,Manchester City
617,Ederson,https://media.api-sports.io/football/players/617.png,Questionable,Injury,Manchester City
41621,M. Nunes,https://media.api-sports.io/football/players/41621.png,Questionable,Injury,Manchester City
67971,M. Guehi,https://media.api-sports.io/football/players/67971.png,Missing Fixture,Yellow Cards,Crystal Palace
1440,R. Holding,https://media.api-sports.io/football/players/1440.png,Missing Fixture,Coach's decision,Crystal Palace
311157,Matheus Franca,https://media.api-sports.io/football/players/311157.png,Missing Fixture,Muscle Injury,Crystal Palace
288102,A. Wharton,https://media.api-sports.io/football/players/288102.png,Missing Fixture,Groin Injury,Crystal Palace
105971,G. Bazunu,https://media.api-sports.io/football/players/105971.png,Missing Fixture,Achilles Tendon Injury,Southampton
130421,W. Smallbone,https://media.api-sports.io/football/players/130421.png,Missing Fixture,Thigh Injury,Southampton
18940,J. Stephens,https://media.api-sports.io/football/players/18940.png,Missing Fixture,Knock,Southampton
45078,R. Stewart,https://media.api-sports.io/football/players/45078.png,Missing Fixture,Thigh Injury,Southampton
895,J. Garner,https://media.api-sports.io/football/players/895.png,Missing Fixture,Lower Back Injury,Everton
284500,T. Iroegbunam,https://media.api-sports.io/football/players/284500.png,Missing Fixture,Ankle Injury,Everton
18758,S. Coleman,https://media.api-sports.io/football/players/18758.png,Questionable,Calf Injury,Everton
18929,D. McNeil,https://media.api-sports.io/football/players/18929.png,Questionable,Knee Injury,Everton
275170,Danilo,https://media.api-sports.io/football/players/275170.png,Missing Fixture,Ankle Injury,Nottingham Forest
22149,I. Sangare,https://media.api-sports.io/football/players/22149.png,Missing Fixture,Foot Injury,Nottingham Forest
19305,R. Yates,https://media.api-sports.io/football/players/19305.png,Missing Fixture,Yellow Cards,Nottingham Forest
1934,S. Berge,https://media.api-sports.io/football/players/1934.png,Missing Fixture,Ankle Injury,Fulham
727,R. Nelson,https://media.api-sports.io/football/players/727.png,Missing Fixture,Thigh Injury,Fulham
